FW,1024,1.3851
FW,1024,0.7239
FW,1024,0.4371
FW,1024,0.2498
FW,1024,0.1622
FW,1024,0.1646
FW,1024,0.3977
FW,2048,11.4561
FW,2048,5.5047
FW,2048,3.0312
FW,2048,1.6215
FW,2048,1.3712
FW,2048,0.9397
FW,2048,0.9719
FW,4096,98.1233
FW,4096,74.4699
FW,4096,29.4872
FW,4096,22.2052
FW,4096,33.0763
FW,4096,44.3098
FW,4096,20.0859
